t,y
3.494,1.262
3.496,1.262
3.496,1.262
3.497,1.262
3.499,1.262
3.500,1.262
3.500,1.262
3.502,1.261
3.503,1.261
3.503,1.261
3.505,1.261
3.506,1.261
3.506,1.261
3.507,1.261
3.509,1.261
3.510,1.261
3.510,1.261
3.512,1.261
3.513,1.261
3.513,1.260
3.515,1.260
3.516,1.260
3.516,1.260
3.517,1.260
3.519,1.260
3.520,1.260
3.520,1.260
3.522,1.260
3.523,1.260
3.523,1.260
3.525,1.259
3.526,1.259
3.526,1.259
3.528,1.259
3.529,1.259
3.530,1.259
3.530,1.259
3.532,1.259
3.533,1.259
3.533,1.259
3.535,1.259
3.536,1.258
3.536,1.258
3.538,1.258
3.539,1.258
3.539,1.258
3.540,1.258
3.542,1.258
3.543,1.258
3.543,1.258
3.545,1.258
3.546,1.258
3.546,1.258
3.548,1.257
3.549,1.257
3.549,1.257
3.551,1.257
3.552,1.257
3.553,1.257
3.553,1.257
3.555,1.257
3.556,1.257
3.556,1.257
3.558,1.257
3.559,1.256
3.559,1.256
3.561,1.256
3.562,1.256
3.562,1.256
3.563,1.256
3.565,1.256
3.566,1.256
3.566,1.256
3.568,1.256
3.569,1.256
3.569,1.256
3.571,1.255
3.572,1.255
3.572,1.255
3.573,1.255
3.575,1.255
3.576,1.255
3.576,1.255
3.578,1.255
3.579,1.255
3.579,1.255
3.581,1.255
3.582,1.255
3.582,1.254
3.584,1.254
3.585,1.254
3.585,1.254
3.586,1.254
3.588,1.254
3.589,1.254
3.589,1.254
3.591,1.254
3.592,1.254
3.592,1.254
3.594,1.254
3.595,1.253
3.595,1.253
3.596,1.253
3.598,1.253
3.599,1.253
3.599,1.253
3.601,1.253
3.602,1.253
3.602,1.253
3.604,1.253
3.605,1.253
3.605,1.253
3.607,1.252
3.608,1.252
3.608,1.252
3.609,1.252
3.611,1.252
3.612,1.252
3.612,1.252
3.614,1.252
3.615,1.252
3.615,1.252
3.617,1.252
3.618,1.252
3.618,1.251
3.619,1.251
3.621,1.251
3.622,1.251
3.622,1.251
3.624,1.251
3.625,1.251
3.625,1.251
3.627,1.251
3.628,1.251
3.628,1.251
3.630,1.251
3.631,1.250
3.632,1.250
3.632,1.250
3.634,1.250
3.635,1.250
3.635,1.250
3.637,1.250
3.638,1.250
3.638,1.250
3.640,1.250
3.641,1.250
3.641,1.250
3.642,1.249
3.644,1.249
3.645,1.249
3.645,1.249
3.647,1.249
3.648,1.249
3.648,1.249
3.650,1.249
3.651,1.249
3.651,1.249
3.653,1.249
3.654,1.249
3.655,1.249
3.655,1.248
3.657,1.248
3.658,1.248
3.658,1.248
3.660,1.248
3.661,1.248
3.661,1.248
3.663,1.248
3.664,1.248
3.664,1.248
3.665,1.248
3.667,1.248
3.668,1.247
3.668,1.247
3.670,1.247
3.671,1.247
3.671,1.247
3.673,1.247
3.674,1.247
3.674,1.247
3.676,1.247
3.677,1.247
3.678,1.247
3.678,1.247
3.680,1.247
3.681,1.246
3.681,1.246
3.683,1.246
3.684,1.246
3.684,1.246
3.686,1.246
3.687,1.246
3.687,1.246
3.688,1.246
3.690,1.246
3.691,1.246
3.691,1.246
3.693,1.246
3.694,1.245
3.694,1.245
3.696,1.245
3.697,1.245
3.697,1.245
3.698,1.245
3.700,1.245
3.701,1.245
3.701,1.245
3.703,1.245
3.704,1.245
3.704,1.245
3.706,1.245
3.707,1.244
3.707,1.244
3.709,1.244
3.710,1.244
3.710,1.244
3.711,1.244
3.713,1.244
3.714,1.244
3.714,1.244
3.716,1.244
3.717,1.244
3.717,1.244
3.719,1.244
3.720,1.243
3.720,1.243
3.721,1.243
3.723,1.243
3.724,1.243
3.724,1.243
3.726,1.243
3.727,1.243
3.727,1.243
3.729,1.243
3.730,1.243
3.730,1.243
3.732,1.243
3.733,1.242
3.733,1.242
3.734,1.242
3.736,1.242
3.737,1.242
3.737,1.242
3.739,1.242
3.740,1.242
3.740,1.242
3.742,1.242
3.743,1.242
3.743,1.242
3.744,1.242
3.746,1.241
3.747,1.241
3.747,1.241
3.749,1.241
3.750,1.241
3.750,1.241
3.752,1.241
3.753,1.241
3.753,1.241
3.755,1.241
3.756,1.241
3.757,1.241
3.757,1.241
3.759,1.241
3.760,1.240
3.760,1.240
3.762,1.240
3.763,1.240
3.763,1.240
3.765,1.240
3.766,1.240
3.766,1.240
3.767,1.240
3.769,1.240
3.770,1.240
3.770,1.240
3.772,1.240
3.773,1.239
3.773,1.239
3.775,1.239
3.776,1.239
3.776,1.239
3.778,1.239
3.779,1.239
3.780,1.239
3.780,1.239
3.782,1.239
3.783,1.239
3.783,1.239
3.785,1.239
3.786,1.239
3.786,1.238
3.788,1.238
3.789,1.238
3.789,1.238
3.790,1.238
3.792,1.238
3.793,1.238
3.793,1.238
3.795,1.238
3.796,1.238
3.796,1.238
3.798,1.238
3.799,1.238
3.799,1.238
3.801,1.237
3.802,1.237
3.803,1.237
3.803,1.237
3.805,1.237
3.806,1.237
3.806,1.237
3.808,1.237
3.809,1.237
3.809,1.237
3.811,1.237
3.812,1.237
3.812,1.237
3.813,1.237
3.815,1.236
3.816,1.236
3.816,1.236
3.818,1.236
3.819,1.236
3.819,1.236
3.821,1.236
3.822,1.236
3.822,1.236
3.823,1.236
3.825,1.236
3.826,1.236
3.826,1.236
3.828,1.236
3.829,1.235
3.829,1.235
3.831,1.235
3.832,1.235
3.832,1.235
3.834,1.235
3.835,1.235
3.835,1.235
3.836,1.235
3.838,1.235
3.839,1.235
3.839,1.235
3.841,1.235
3.842,1.235
3.842,1.235
3.844,1.234
3.845,1.234
3.845,1.234
3.846,1.234
3.848,1.234
3.849,1.234
3.849,1.234
3.851,1.234
3.852,1.234
3.852,1.234
3.854,1.234
3.855,1.234
3.855,1.234
3.857,1.234
3.858,1.233
3.858,1.233
3.859,1.233
3.861,1.233
3.862,1.233
3.862,1.233
3.864,1.233
3.865,1.233
3.865,1.233
3.867,1.233
3.868,1.233
3.868,1.233
3.869,1.233
3.871,1.233
3.872,1.233
3.872,1.232
3.874,1.232
3.875,1.232
3.875,1.232
3.877,1.232
3.878,1.232
3.878,1.232
3.880,1.232
3.881,1.232
3.882,1.232
3.882,1.232
3.884,1.232
3.885,1.232
3.885,1.232
3.887,1.232
3.888,1.231
3.888,1.231
3.890,1.231
3.891,1.231
3.891,1.231
3.892,1.231
3.894,1.231
3.895,1.231
3.895,1.231
3.897,1.231
3.898,1.231
3.898,1.231
3.900,1.231
3.901,1.231
3.901,1.231
3.903,1.230
3.904,1.230
3.905,1.230
3.905,1.230
3.907,1.230
3.908,1.230
3.908,1.230
3.910,1.230
3.911,1.230
3.911,1.230
3.913,1.230
3.914,1.230
3.914,1.230
3.915,1.230
3.917,1.230
3.918,1.229
3.918,1.229
3.920,1.229
3.921,1.229
3.921,1.229
3.923,1.229
3.924,1.229
3.924,1.229
3.926,1.229
3.927,1.229
3.928,1.229
3.928,1.229
3.930,1.229
3.931,1.229
3.931,1.229
3.933,1.228
3.934,1.228
3.934,1.228
3.936,1.228
3.937,1.228
3.937,1.228
3.938,1.228
3.940,1.228
3.941,1.228
3.941,1.228
3.943,1.228
3.944,1.228
3.944,1.228
3.946,1.228
3.947,1.228
3.947,1.228
3.948,1.227
3.950,1.227
3.951,1.227
3.951,1.227
3.953,1.227
3.954,1.227
3.954,1.227
3.956,1.227
3.957,1.227
3.957,1.227
3.959,1.227
3.960,1.227
3.960,1.227
3.961,1.227
3.963,1.227
3.964,1.226
3.964,1.226
3.966,1.226
3.967,1.226
3.967,1.226
3.969,1.226
3.970,1.226
3.970,1.226
3.971,1.226
3.973,1.226
3.974,1.226
3.974,1.226
3.976,1.226
3.977,1.226
3.977,1.226
3.979,1.226
3.980,1.225
3.980,1.225
3.982,1.225
3.983,1.225
3.983,1.225
3.984,1.225
3.986,1.225
3.987,1.225
3.987,1.225
3.989,1.225
3.990,1.225
3.990,1.225
3.992,1.225
3.993,1.225
3.993,1.225
3.994,1.225
3.996,1.224
3.997,1.224
3.997,1.224
3.999,1.224
4.0,1.224
4.000,1.224
4.001,1.224
4.002,1.224
4.004,1.224
4.005,1.224
4.006,1.224
4.006,1.224
4.007,1.224
4.008,1.224
4.010,1.224
4.011,1.224
4.012,1.223
4.013,1.223
4.013,1.223
4.014,1.223
4.015,1.223
4.017,1.223
4.018,1.223
4.019,1.223
4.019,1.223
4.020,1.223
4.021,1.223
4.022,1.223
4.024,1.223
4.025,1.223
4.026,1.223
4.026,1.223
4.027,1.223
4.028,1.222
4.030,1.222
4.031,1.222
4.032,1.222
4.032,1.222
4.033,1.222
4.034,1.222
4.035,1.222
4.037,1.222
4.038,1.222
4.039,1.222
4.039,1.222
4.040,1.222
4.041,1.222
4.043,1.222
4.044,1.222
4.045,1.222
4.046,1.221
4.046,1.221
4.047,1.221
4.048,1.221
4.050,1.221
4.051,1.221
4.052,1.221
4.052,1.221
4.053,1.221
4.054,1.221
4.056,1.221
4.057,1.221
4.058,1.221
4.059,1.221
4.059,1.221
4.060,1.221
4.061,1.220
4.063,1.220
4.064,1.220
4.065,1.220
4.065,1.220
4.066,1.220
4.067,1.220
4.068,1.220
4.070,1.220
4.071,1.220
4.072,1.220
4.072,1.220
4.073,1.220
4.074,1.220
4.076,1.220
4.077,1.220
4.078,1.220
4.079,1.220
4.079,1.219
4.080,1.219
4.081,1.219
4.083,1.219
4.084,1.219
4.085,1.219
4.085,1.219
4.086,1.219
4.087,1.219
4.089,1.219
4.090,1.219
4.091,1.219
4.092,1.219
4.092,1.219
4.093,1.219
4.094,1.219
4.096,1.219
4.097,1.218
4.098,1.218
4.098,1.218
4.099,1.218
4.100,1.218
4.102,1.218
4.103,1.218
4.104,1.218
4.105,1.218
4.105,1.218
4.106,1.218
4.107,1.218
4.109,1.218
4.110,1.218
4.111,1.218
4.111,1.218
4.112,1.218
4.113,1.217
4.114,1.217
4.116,1.217
4.117,1.217
4.118,1.217
4.118,1.217
4.119,1.217
4.120,1.217
4.122,1.217
4.123,1.217
4.124,1.217
4.125,1.217
4.125,1.217
4.126,1.217
4.127,1.217
4.129,1.217
4.130,1.217
4.131,1.217
4.131,1.216
4.132,1.216
4.133,1.216
4.135,1.216
4.136,1.216
4.137,1.216
4.138,1.216
4.138,1.216
4.139,1.216
4.140,1.216
4.142,1.216
4.143,1.216
4.144,1.216
4.144,1.216
4.145,1.216
4.146,1.216
4.147,1.216
4.149,1.216
4.150,1.215
4.151,1.215
4.151,1.215
4.152,1.215
4.153,1.215
4.155,1.215
4.156,1.215
4.157,1.215
4.158,1.215
4.158,1.215
4.159,1.215
4.160,1.215
4.162,1.215
4.163,1.215
4.164,1.215
4.164,1.215
4.165,1.215
4.166,1.215
4.168,1.215
4.169,1.214
4.170,1.214
4.171,1.214
4.171,1.214
4.172,1.214
4.173,1.214
4.175,1.214
4.176,1.214
4.177,1.214
4.177,1.214
4.178,1.214
4.179,1.214
4.181,1.214
4.182,1.214
4.183,1.214
4.184,1.214
4.184,1.214
4.185,1.214
4.186,1.213
4.188,1.213
4.189,1.213
4.190,1.213
4.190,1.213
4.191,1.213
4.192,1.213
4.193,1.213
4.195,1.213
4.196,1.213
4.197,1.213
4.197,1.213
4.198,1.213
4.199,1.213
4.201,1.213
4.202,1.213
4.203,1.213
4.204,1.213
4.204,1.213
4.205,1.212
4.206,1.212
4.208,1.212
4.209,1.212
4.210,1.212
4.210,1.212
4.211,1.212
4.212,1.212
4.214,1.212
4.215,1.212
4.216,1.212
4.217,1.212
4.217,1.212
4.218,1.212
4.219,1.212
4.221,1.212
4.222,1.212
4.223,1.212
4.223,1.212
4.224,1.211
4.225,1.211
4.227,1.211
4.228,1.211
4.229,1.211
4.230,1.211
4.230,1.211
4.231,1.211
4.232,1.211
4.234,1.211
4.235,1.211
4.236,1.211
4.236,1.211
4.237,1.211
4.238,1.211
4.239,1.211
4.241,1.211
4.242,1.211
4.243,1.211
4.243,1.210
4.244,1.210
4.245,1.210
4.247,1.210
4.248,1.210
4.249,1.210
4.250,1.210
4.250,1.210
4.251,1.210
4.252,1.210
4.254,1.210
4.255,1.210
4.256,1.210
4.256,1.210
4.257,1.210
4.258,1.210
4.260,1.210
4.261,1.210
4.262,1.210
4.263,1.210
4.263,1.209
4.264,1.209
4.265,1.209
4.267,1.209
4.268,1.209
4.269,1.209
4.269,1.209
4.270,1.209
4.271,1.209
4.272,1.209
4.274,1.209
4.275,1.209
4.276,1.209
4.276,1.209
4.277,1.209
4.278,1.209
4.280,1.209
4.281,1.209
4.282,1.209
4.283,1.209
4.283,1.208
4.284,1.208
4.285,1.208
4.287,1.208
4.288,1.208
4.289,1.208
4.289,1.208
4.290,1.208
4.291,1.208
4.293,1.208
4.294,1.208
4.295,1.208
4.296,1.208
4.296,1.208
4.297,1.208
4.298,1.208
4.300,1.208
4.301,1.208
4.302,1.208
4.302,1.208
4.303,1.207
4.304,1.207
4.306,1.207
4.307,1.207
4.308,1.207
4.309,1.207
4.309,1.207
4.310,1.207
4.311,1.207
4.313,1.207
4.314,1.207
4.315,1.207
4.316,1.207
4.316,1.207
4.317,1.207
4.318,1.207
4.320,1.207
4.321,1.207
4.322,1.207
4.322,1.207
4.323,1.207
4.324,1.206
4.326,1.206
4.327,1.206
4.328,1.206
4.329,1.206
4.329,1.206
4.330,1.206
4.331,1.206
4.333,1.206
4.334,1.206
4.335,1.206
4.335,1.206
4.336,1.206
4.337,1.206
4.339,1.206
4.340,1.206
4.341,1.206
4.342,1.206
4.342,1.206
4.343,1.206
4.344,1.205
4.346,1.205
4.347,1.205
4.348,1.205
4.348,1.205
4.349,1.205
4.350,1.205
4.352,1.205
4.353,1.205
4.354,1.205
4.355,1.205
4.355,1.205
4.356,1.205
4.357,1.205
4.359,1.205
4.360,1.205
4.361,1.205
4.362,1.205
4.362,1.205
4.363,1.205
4.364,1.205
4.366,1.205
4.367,1.204
4.368,1.204
4.368,1.204
4.369,1.204
4.370,1.204
4.372,1.204
4.373,1.204
4.374,1.204
4.375,1.204
4.375,1.204
4.376,1.204
4.377,1.204
4.379,1.204
4.380,1.204
4.381,1.204
4.381,1.204
4.382,1.204
4.383,1.204
4.385,1.204
4.386,1.204
4.387,1.204
4.388,1.203
4.388,1.203
4.389,1.203
4.390,1.203
4.392,1.203
4.393,1.203
4.394,1.203
4.394,1.203
4.395,1.203
4.396,1.203
4.397,1.203
4.399,1.203
4.400,1.203
4.401,1.203
4.401,1.203
4.402,1.203
4.403,1.203
4.405,1.203
4.406,1.203
4.407,1.203
4.408,1.203
4.408,1.203
4.409,1.202
4.410,1.202
4.412,1.202
4.413,1.202
4.414,1.202
4.414,1.202
4.415,1.202
4.416,1.202
4.418,1.202
4.419,1.202
4.420,1.202
4.421,1.202
4.421,1.202
4.422,1.202
4.423,1.202
4.425,1.202
4.426,1.202
4.427,1.202
4.427,1.202
4.428,1.202
4.429,1.202
4.431,1.202
4.432,1.201
4.433,1.201
4.434,1.201
4.434,1.201
4.435,1.201
4.436,1.201
4.438,1.201
4.439,1.201
4.440,1.201
4.441,1.201
4.441,1.201
4.442,1.201
4.443,1.201
4.445,1.201
4.446,1.201
4.447,1.201
4.447,1.201
4.448,1.201
4.449,1.201
4.451,1.201
4.452,1.201
4.453,1.201
4.454,1.201
4.454,1.200
4.455,1.200
4.456,1.200
4.458,1.200
4.459,1.200
4.460,1.200
4.460,1.200
4.461,1.200
4.462,1.200
4.464,1.200
4.465,1.200
4.466,1.200
4.467,1.200
4.467,1.200
4.468,1.200
4.469,1.200
4.471,1.200
4.472,1.200
4.473,1.200
4.473,1.200
4.474,1.200
4.475,1.200
4.477,1.200
4.478,1.199
4.479,1.199
4.480,1.199
4.480,1.199
4.481,1.199
4.482,1.199
4.484,1.199
4.485,1.199
4.486,1.199
4.487,1.199
4.487,1.199
4.488,1.199
4.489,1.199
4.491,1.199
4.492,1.199
4.493,1.199
4.493,1.199
4.494,1.199
4.495,1.199
4.497,1.199
4.498,1.199
4.499,1.199
4.500,1.199
4.500,1.198
4.501,1.198
4.502,1.198
4.504,1.198
4.505,1.198
4.506,1.198
4.506,1.198
4.507,1.198
4.508,1.198
4.510,1.198
4.511,1.198
4.512,1.198
4.513,1.198
4.513,1.198
4.514,1.198
4.515,1.198
4.517,1.198
4.518,1.198
4.519,1.198
4.520,1.198
4.520,1.198
4.521,1.198
4.522,1.198
4.524,1.198
4.525,1.197
4.526,1.197
4.526,1.197
4.527,1.197
4.528,1.197
4.530,1.197
4.531,1.197
4.532,1.197
4.533,1.197
4.533,1.197
4.534,1.197
4.535,1.197
4.537,1.197
4.538,1.197
4.539,1.197
4.539,1.197
4.540,1.197
4.541,1.197
4.543,1.197
4.544,1.197
4.545,1.197
4.546,1.197
4.546,1.197
4.547,1.197
4.548,1.197
4.550,1.196
4.551,1.196
4.552,1.196
4.553,1.196
4.553,1.196
4.554,1.196
4.556,1.196
4.557,1.196
4.558,1.196
4.559,1.196
4.559,1.196
4.560,1.196
4.561,1.196
4.563,1.196
4.564,1.196
4.565,1.196
4.566,1.196
4.566,1.196
4.567,1.196
4.568,1.196
4.570,1.196
4.571,1.196
4.572,1.196
4.572,1.196
4.573,1.195
4.574,1.195
4.576,1.195
4.577,1.195
4.578,1.195
4.579,1.195
4.579,1.195
4.580,1.195
4.581,1.195
4.583,1.195
4.584,1.195
4.585,1.195
4.585,1.195
4.586,1.195
4.587,1.195
4.589,1.195
4.590,1.195
4.591,1.195
4.592,1.195
4.592,1.195
4.593,1.195
4.594,1.195
4.596,1.195
4.597,1.195
4.598,1.195
4.599,1.195
4.599,1.194
4.600,1.194
4.602,1.194
4.603,1.194
4.604,1.194
4.605,1.194
4.605,1.194
4.606,1.194
4.607,1.194
4.609,1.194
4.610,1.194
4.611,1.194
4.612,1.194
4.612,1.194
4.613,1.194
4.614,1.194
4.616,1.194
4.617,1.194
4.618,1.194
4.618,1.194
4.619,1.194
4.620,1.194
4.622,1.194
4.623,1.194
4.624,1.194
4.625,1.193
4.625,1.193
4.626,1.193
4.627,1.193
4.629,1.193
4.630,1.193
4.631,1.193
4.632,1.193
4.632,1.193
4.633,1.193
4.635,1.193
4.636,1.193
4.637,1.193
4.638,1.193
4.638,1.193
4.639,1.193
4.640,1.193
4.642,1.193
4.643,1.193
4.644,1.193
4.645,1.193
4.645,1.193
4.646,1.193
4.647,1.193
4.649,1.193
4.650,1.193
4.651,1.192
4.651,1.192
4.652,1.192
4.653,1.192
4.655,1.192
4.656,1.192
4.657,1.192
4.658,1.192
4.658,1.192
4.659,1.192
4.660,1.192
4.662,1.192
4.663,1.192
4.664,1.192
4.664,1.192
4.665,1.192
4.666,1.192
4.668,1.192
4.669,1.192
4.670,1.192
4.671,1.192
4.671,1.192
4.672,1.192
4.673,1.192
4.675,1.192
4.676,1.192
4.677,1.192
4.678,1.191
4.678,1.191
4.679,1.191
4.681,1.191
4.682,1.191
4.683,1.191
4.684,1.191
4.684,1.191
4.685,1.191
4.686,1.191
4.688,1.191
4.689,1.191
4.690,1.191
4.691,1.191
4.691,1.191
4.692,1.191
4.693,1.191
4.695,1.191
4.696,1.191
4.697,1.191
4.697,1.191
4.698,1.191
4.699,1.191
4.701,1.191
4.702,1.191
4.703,1.191
4.704,1.191
4.704,1.190
4.705,1.190
4.706,1.190
4.708,1.190
4.709,1.190
4.710,1.190
4.710,1.190
4.711,1.190
4.712,1.190
4.714,1.190
4.715,1.190
4.716,1.190
4.717,1.190
4.717,1.190
4.718,1.190
4.719,1.190
4.721,1.190
4.722,1.190
4.723,1.190
4.724,1.190
4.724,1.190
4.725,1.190
4.727,1.190
4.728,1.190
4.729,1.190
4.730,1.190
4.730,1.190
4.731,1.190
4.732,1.189
4.734,1.189
4.735,1.189
4.736,1.189
4.737,1.189
4.737,1.189
4.738,1.189
4.739,1.189
4.741,1.189
4.742,1.189
4.743,1.189
4.743,1.189
4.744,1.189
4.745,1.189
4.747,1.189
4.748,1.189
4.749,1.189
4.750,1.189
4.750,1.189
4.751,1.189
4.752,1.189
4.754,1.189
4.755,1.189
4.756,1.189
4.757,1.189
4.757,1.189
4.758,1.189
4.760,1.189
4.761,1.189
4.762,1.188
4.763,1.188
4.763,1.188
4.764,1.188
4.765,1.188
4.767,1.188
4.768,1.188
4.769,1.188
4.770,1.188
4.770,1.188
4.771,1.188
4.772,1.188
4.774,1.188
4.775,1.188
4.776,1.188
4.776,1.188
4.777,1.188
4.778,1.188
4.780,1.188
4.781,1.188
4.782,1.188
4.783,1.188
4.783,1.188
4.784,1.188
4.785,1.188
4.787,1.188
4.788,1.188
4.789,1.188
4.789,1.188
4.790,1.187
4.791,1.187
4.793,1.187
4.794,1.187
4.795,1.187
4.796,1.187
4.796,1.187
4.797,1.187
4.798,1.187
4.800,1.187
4.801,1.187
4.802,1.187
4.803,1.187
4.803,1.187
4.804,1.187
4.806,1.187
4.807,1.187
4.808,1.187
4.809,1.187
4.809,1.187
4.810,1.187
4.811,1.187
4.813,1.187
4.814,1.187
4.815,1.187
4.816,1.187
4.816,1.187
4.817,1.187
4.818,1.187
4.820,1.187
4.821,1.186
4.822,1.186
4.822,1.186
4.823,1.186
4.824,1.186
4.826,1.186
4.827,1.186
4.828,1.186
4.829,1.186
4.829,1.186
4.830,1.186
4.831,1.186
4.833,1.186
4.834,1.186
4.835,1.186
4.835,1.186
4.836,1.186
4.837,1.186
4.839,1.186
4.840,1.186
4.841,1.186
4.842,1.186
4.842,1.186
4.843,1.186
4.844,1.186
4.846,1.186
4.847,1.186
4.848,1.186
4.849,1.186
4.849,1.186
4.850,1.185
4.852,1.185
4.853,1.185
4.854,1.185
4.855,1.185
4.855,1.185
4.856,1.185
4.857,1.185
4.859,1.185
4.860,1.185
4.861,1.185
4.862,1.185
4.862,1.185
4.863,1.185
4.864,1.185
4.866,1.185
4.867,1.185
4.868,1.185
4.868,1.185
4.869,1.185
4.870,1.185
4.872,1.185
4.873,1.185
4.874,1.185
4.875,1.185
4.875,1.185
4.876,1.185
4.877,1.185
4.879,1.185
4.880,1.185
4.881,1.185
4.882,1.184
4.882,1.184
4.883,1.184
4.885,1.184
4.886,1.184
4.887,1.184
4.888,1.184
4.888,1.184
4.889,1.184
4.890,1.184
4.892,1.184
4.893,1.184
4.894,1.184
4.895,1.184
4.895,1.184
4.896,1.184
4.897,1.184
4.899,1.184
4.900,1.184
4.901,1.184
4.901,1.184
4.902,1.184
4.903,1.184
4.905,1.184
4.906,1.184
4.907,1.184
4.908,1.184
4.908,1.184
4.909,1.184
4.910,1.184
4.912,1.184
4.913,1.184
4.914,1.183
4.914,1.183
4.915,1.183
4.916,1.183
4.918,1.183
4.919,1.183
4.920,1.183
4.921,1.183
4.921,1.183
4.922,1.183
4.923,1.183
4.925,1.183
4.926,1.183
4.927,1.183
4.928,1.183
4.928,1.183
4.929,1.183
4.931,1.183
4.932,1.183
4.933,1.183
4.934,1.183
4.934,1.183
4.935,1.183
4.936,1.183
4.938,1.183
4.939,1.183
4.940,1.183
4.941,1.183
4.941,1.183
4.942,1.183
4.943,1.183
4.945,1.183
4.946,1.183
4.947,1.182
4.947,1.182
4.948,1.182
4.949,1.182
4.951,1.182
4.952,1.182
4.953,1.182
4.954,1.182
4.954,1.182
4.955,1.182
4.956,1.182
4.958,1.182
4.959,1.182
4.960,1.182
4.960,1.182
4.961,1.182
4.962,1.182
4.964,1.182
4.965,1.182
4.966,1.182
4.967,1.182
4.967,1.182
4.968,1.182
4.969,1.182
4.971,1.182
4.972,1.182
4.973,1.182
4.974,1.182
4.974,1.182
4.975,1.182
4.977,1.182
4.978,1.182
4.979,1.182
4.980,1.181
4.980,1.181
4.981,1.181
4.982,1.181
4.984,1.181
4.985,1.181
4.986,1.181
4.987,1.181
4.987,1.181
4.988,1.181
4.989,1.181
4.991,1.181
4.992,1.181
4.993,1.181
4.993,1.181
4.994,1.181
4.995,1.181
4.997,1.181
4.998,1.181
4.999,1.181
5.0,1.181
5.000,1.181
5.001,1.181
5.002,1.181
5.004,1.181
5.005,1.181
5.006,1.181
5.006,1.181
5.007,1.181
5.008,1.181
5.010,1.181
5.011,1.181
5.012,1.181
5.013,1.181
5.013,1.180
5.014,1.180
5.015,1.180
5.017,1.180
5.018,1.180
5.019,1.180
5.019,1.180
5.020,1.180
5.021,1.180
5.022,1.180
5.024,1.180
5.025,1.180
5.026,1.180
5.026,1.180
5.027,1.180
5.028,1.180
5.030,1.180
5.031,1.180
5.032,1.180
5.032,1.180
5.033,1.180
5.034,1.180
5.035,1.180
5.037,1.180
5.038,1.180
5.039,1.180
5.039,1.180
5.040,1.180
5.041,1.180
5.043,1.180
5.044,1.180
5.045,1.180
5.046,1.180
5.046,1.180
5.047,1.180
5.048,1.180
5.050,1.179
5.051,1.179
5.052,1.179
5.052,1.179
5.053,1.179
5.054,1.179
5.056,1.179
5.057,1.179
5.058,1.179
5.059,1.179
5.059,1.179
5.060,1.179
5.061,1.179
5.063,1.179
5.064,1.179
5.065,1.179
5.065,1.179
5.066,1.179
5.067,1.179
5.068,1.179
5.070,1.179
5.071,1.179
5.072,1.179
5.072,1.179
5.073,1.179
5.074,1.179
5.076,1.179
5.077,1.179
5.078,1.179
5.079,1.179
5.079,1.179
5.080,1.179
5.081,1.179
5.083,1.179
5.084,1.179
5.085,1.179
5.085,1.178
5.086,1.178
5.087,1.178
5.089,1.178
5.090,1.178
5.091,1.178
5.092,1.178
5.092,1.178
5.093,1.178
5.094,1.178
5.096,1.178
5.097,1.178
5.098,1.178
5.098,1.178
5.099,1.178
5.100,1.178
5.102,1.178
5.103,1.178
5.104,1.178
5.105,1.178
5.105,1.178
5.106,1.178
5.107,1.178
5.109,1.178
5.110,1.178
5.111,1.178
5.111,1.178
5.112,1.178
5.113,1.178
5.114,1.178
5.116,1.178
5.117,1.178
5.118,1.178
5.118,1.178
5.119,1.178
5.120,1.178
5.122,1.178
5.123,1.177
5.124,1.177
5.125,1.177
5.125,1.177
5.126,1.177
5.127,1.177
5.129,1.177
5.130,1.177
5.131,1.177
5.131,1.177
5.132,1.177
5.133,1.177
5.135,1.177
5.136,1.177
5.137,1.177
5.138,1.177
5.138,1.177
5.139,1.177
5.140,1.177
5.142,1.177
5.143,1.177
5.144,1.177
5.144,1.177
5.145,1.177
5.146,1.177
5.147,1.177
5.149,1.177
5.150,1.177
5.151,1.177
5.151,1.177
5.152,1.177
5.153,1.177
5.155,1.177
5.156,1.177
5.157,1.177
5.158,1.177
5.158,1.177
5.159,1.177
5.160,1.176
5.162,1.176
5.163,1.176
5.164,1.176
5.164,1.176
5.165,1.176
5.166,1.176
5.168,1.176
5.169,1.176
5.170,1.176
5.171,1.176
5.171,1.176
5.172,1.176
5.173,1.176
5.175,1.176
5.176,1.176
5.177,1.176
5.177,1.176
5.178,1.176
5.179,1.176
5.181,1.176
5.182,1.176
5.183,1.176
5.184,1.176
5.184,1.176
5.185,1.176
5.186,1.176
5.188,1.176
5.189,1.176
5.190,1.176
5.190,1.176
5.191,1.176
5.192,1.176
5.193,1.176
5.195,1.176
5.196,1.176
5.197,1.176
5.197,1.176
5.198,1.176
5.199,1.176
5.201,1.175
5.202,1.175
5.203,1.175
5.204,1.175
5.204,1.175
5.205,1.175
5.206,1.175
5.208,1.175
5.209,1.175
5.210,1.175
5.210,1.175
5.211,1.175
5.212,1.175
5.214,1.175
5.215,1.175
5.216,1.175
5.217,1.175
5.217,1.175
5.218,1.175
5.219,1.175
5.221,1.175
5.222,1.175
5.223,1.175
5.223,1.175
5.224,1.175
5.225,1.175
5.227,1.175
5.228,1.175
5.229,1.175
5.230,1.175
5.230,1.175
5.231,1.175
5.232,1.175
5.234,1.175
5.235,1.175
5.236,1.175
5.236,1.175
5.237,1.175
5.238,1.175
5.239,1.175
5.241,1.175
5.242,1.174
5.243,1.174
